Tag,Species,census_range,n_censuses,K,max_obs,max_states_per_census,total_states,estimated_edges_unpruned,estimated_edges_pruned,estimated_fallback,fallback_reason,predicted_seconds,predicted_hours
106070,psycho,"1,2,3,4",4,5,4,120,260,15600,,TRUE,anchor_ids_missing,5.31548510778016,0.00147652364105004
122804,all_trees_shrubs,"1,2,3,4",4,5,4,120,260,15600,,TRUE,anchor_ids_missing,5.31548510778016,0.00147652364105004
137730,hybapr,"1,2,3,4",4,5,4,120,260,15600,,TRUE,anchor_ids_missing,5.31548510778016,0.00147652364105004
151810,all_palm_tree_fern,"1,2,3,4",4,5,4,120,260,15600,,TRUE,anchor_ids_missing,5.31548510778016,0.00147652364105004
160294,hybapr,"1,2,3,4",4,5,4,120,260,15600,,TRUE,anchor_ids_missing,5.31548510778016,0.00147652364105004
175183,hybapr,"1,2,3,4",4,5,4,120,260,15600,,TRUE,anchor_ids_missing,5.31548510778016,0.00147652364105004
177060,all_trees_shrubs,"1,2,3,4",4,5,4,120,260,15600,,TRUE,anchor_ids_missing,5.31548510778016,0.00147652364105004
223312,picrla,"1,2,3,4,5",5,5,4,120,320,15600,,TRUE,anchor_ids_missing,5.31548510778016,0.00147652364105004
229119,acaldi,"1,2,3,4",4,5,4,120,250,15600,,TRUE,anchor_ids_missing,5.31548510778016,0.00147652364105004
038989,conoci,"1,2,3,4,5,6",6,6,3,120,288,15516,,TRUE,anchor_ids_missing,5.28359972953442,0.00146766659153734
083267,hybapr,"1,2,3,4,5,6",6,6,3,120,288,15516,,TRUE,anchor_ids_missing,5.28359972953442,0.00146766659153734
187481,acaldi,"1,2,3,4",4,6,3,120,276,15300,,TRUE,anchor_ids_missing,5.20178671433607,0.00144494075398224
207162,acaldi,"1,2,3,4",4,6,3,120,276,15300,,TRUE,anchor_ids_missing,5.20178671433607,0.00144494075398224
277466,hybapr,"2,3,4,5",4,6,3,120,276,15300,,TRUE,anchor_ids_missing,5.20178671433607,0.00144494075398224
092156,hybapr,"1,2,3,4,5",5,6,3,120,258,15192,,TRUE,anchor_ids_missing,5.1609765423956,0.00143360459510989
098217,faraoc,"1,2,3,4,5,6",6,5,4,120,260,15075,,TRUE,anchor_ids_missing,5.11683819299306,0.00142134394249807
218975,hybapr,"1,2,3,4,5",5,5,4,120,255,15050,,TRUE,anchor_ids_missing,5.10741673657059,0.00141872687126961
029850,hybapr,"1,2,3,4",4,5,4,120,250,15025,,TRUE,anchor_ids_missing,5.09799873961996,0.00141611076100554
057970,hybapr,"1,2,3,4",4,5,4,120,250,15025,,TRUE,anchor_ids_missing,5.09799873961996,0.00141611076100554
129116,hybapr,"1,2,3,4",4,5,4,120,250,15025,,TRUE,anchor_ids_missing,5.09799873961996,0.00141611076100554
143508,hybapr,"1,2,3,4",4,5,4,120,250,15025,,TRUE,anchor_ids_missing,5.09799873961996,0.00141611076100554
160192,hybapr,"1,2,3,4",4,5,4,120,250,15025,,TRUE,anchor_ids_missing,5.09799873961996,0.00141611076100554
198751,all_palm_tree_fern,"1,2,3,4",4,5,4,120,250,15025,,TRUE,anchor_ids_missing,5.09799873961996,0.00141611076100554
211793,faraoc,"1,2,3,4",4,5,4,120,250,15025,,TRUE,anchor_ids_missing,5.09799873961996,0.00141611076100554
214311,hybapr,"1,2,3,4",4,5,4,120,250,15025,,TRUE,anchor_ids_missing,5.09799873961996,0.00141611076100554
223585,all_trees_shrubs,"1,2,3,4",4,5,4,120,250,15025,,TRUE,anchor_ids_missing,5.09799873961996,0.00141611076100554
238356,hybapr,"1,2,3,4",4,5,4,120,250,15025,,TRUE,anchor_ids_missing,5.09799873961996,0.00141611076100554
246622,hybapr,"1,2,3,4",4,5,4,120,250,15025,,TRUE,anchor_ids_missing,5.09799873961996,0.00141611076100554
263566,alibed,"1,2,3,4,5,6",6,5,4,120,255,15025,,TRUE,anchor_ids_missing,5.09799873961996,0.00141611076100554
018398,all_palm_tree_fern,"1,2,3",3,5,4,120,245,15000,,TRUE,anchor_ids_missing,5.08858420373974,0.00141349561214993
129183,sipapa,"1,2,3",3,5,4,120,245,15000,,TRUE,anchor_ids_missing,5.08858420373974,0.00141349561214993
211794,faraoc,"1,2,3",3,5,4,120,245,15000,,TRUE,anchor_ids_missing,5.08858420373974,0.00141349561214993
244258,all_trees_shrubs,"1,2,3",3,5,4,120,245,15000,,TRUE,anchor_ids_missing,5.08858420373974,0.00141349561214993
258600,all_trees_shrubs,"1,2,3",3,5,4,120,245,15000,,TRUE,anchor_ids_missing,5.08858420373974,0.00141349561214993
284031,conoci,"2,3,4",3,5,4,120,245,15000,,TRUE,anchor_ids_missing,5.08858420373974,0.00141349561214993
313170,all_trees_shrubs,"2,3,4",3,5,4,120,245,15000,,TRUE,anchor_ids_missing,5.08858420373974,0.00141349561214993
236818,all_trees_shrubs,"1,2,3,4,5,6",6,8,4,1680,1816,14848,,TRUE,anchor_ids_missing,5.03141841185297,0.00139761622551471
211909,alsebl,"1,2,3,4,5,6",6,7,4,840,1078,14749,,TRUE,anchor_ids_missing,4.99425443592934,0.00138729289886926
101593,hassfl,"1,2,3,4,5",5,5,4,120,250,14725,,TRUE,anchor_ids_missing,4.98525319907476,0.00138479255529855
161070,faraoc,"1,2,3,4,5,6",6,5,4,120,310,14725,,TRUE,anchor_ids_missing,4.98525319907476,0.00138479255529855
165505,hybapr,"1,2,3,4,5,6",6,5,4,120,310,14725,,TRUE,anchor_ids_missing,4.98525319907476,0.00138479255529855
208512,hybapr,"1,2,3,4,5",5,5,4,120,250,14725,,TRUE,anchor_ids_missing,4.98525319907476,0.00138479255529855
219017,hybapr,"1,2,3,4,5,6",6,5,3,60,305,14700,,TRUE,anchor_ids_missing,4.97588032152048,0.00138218897820013
250487,all_trees_shrubs,"1,2,3,4",4,5,4,120,245,14700,,TRUE,anchor_ids_missing,4.97588032152048,0.00138218897820013
020067,hybapr,"1,2,3,4,5,6",6,6,3,120,336,14580,,TRUE,anchor_ids_missing,4.93093900814747,0.00136970528004096
015160,cordla,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
016343,all_trees_shrubs,"1,2,3,4",4,5,4,120,300,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
019562,conoci,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
029357,hybapr,"1,2,3,4,5",5,5,4,120,280,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
043768,hybapr,"1,2,3",3,6,4,360,510,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
055053,xyl2ol,"1,2,3",3,6,4,360,510,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
055769,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
057275,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
061084,cou2cu,"1,2,3",3,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
062942,xyl2ol,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
071620,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
075295,pipeae,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
076426,des2pa,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
076555,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
085056,psycho,"1,2,3",3,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
097227,psycho,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
099334,guetfo,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
109588,hybapr,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
110617,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
114468,faraoc,"1,2,3,4,5",5,5,3,60,300,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
117084,all_trees_shrubs,"1,2,3",3,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
118286,hybapr,"1,2,3",3,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
132117,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
133258,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
133541,hybapr,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
143632,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
158178,hybapr,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
161991,all_palm_tree_fern,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
171448,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
178735,hybapr,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
193091,paligu,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
195215,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
198072,hybapr,"1,2,3",3,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
199784,all_strangler_fig,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
203634,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
213040,all_trees_shrubs,"1,2,3,4",4,5,4,120,300,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
217112,pipeae,"1,2,3",3,6,4,360,510,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
219137,all_trees_shrubs,"1,2,3",3,6,4,360,510,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
219330,psycho,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
220272,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
222193,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
231415,xyl2ol,"1,2,3,4",4,5,4,120,300,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
233557,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
240097,all_trees_shrubs,"1,2,3",3,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
241909,hybapr,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
244770,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
244960,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
245525,hybapr,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
249021,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
252852,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
253719,all_trees_shrubs,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
255531,mourmy,"1,2,3,4",4,5,4,120,300,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
260074,olmeas,"1,2",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
261064,all_trees_shrubs,"1,2,3",3,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
261694,all_trees_shrubs,"1,2,3",3,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
446621,pipeae,"3,4",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
602567,hybapr,"5,6",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
609346,micone,"5,6",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
626276,sipapa,"5,6",2,5,4,120,240,14400,,TRUE,anchor_ids_missing,4.86367785825664,0.00135102162729351
045228,ingas1,"1,2,3,4,5,6",6,6,4,360,438,14076,,TRUE,anchor_ids_missing,4.74306566296272,0.00131751823971187
214845,psycma,"1,2,3,4,5",5,6,4,360,432,14040,,TRUE,anchor_ids_missing,4.72970077149319,0.00131380576985922
088160,hybapr,"1,2,3,4,5,6",6,5,4,120,300,14000,,TRUE,anchor_ids_missing,4.71485946702944,0.00130968318528596
204545,hybapr,"1,2,3,4,5,6",6,5,4,120,300,14000,,TRUE,anchor_ids_missing,4.71485946702944,0.00130968318528596
186762,cou2cu,"1,2,3,4,5,6",6,5,4,120,285,13900,,TRUE,anchor_ids_missing,4.67779574014821,0.00129938770559672
084706,all_trees_shrubs,"1,2,3,4",4,6,4,360,426,13860,,TRUE,anchor_ids_missing,4.66298608131786,0.00129527391147718
133887,acaldi,"1,2,3,4",4,6,4,360,426,13860,,TRUE,anchor_ids_missing,4.66298608131786,0.00129527391147718
174250,all_trees_shrubs,"1,2,3,4,5,6",6,5,4,120,285,13700,,TRUE,anchor_ids_missing,4.60383808832047,0.00127884391342235
170336,all_palm_tree_fern,"1,2,3,4,5,6",6,6,4,360,486,13680,,TRUE,anchor_ids_missing,4.5964548008875,0.00127679300024653
007210,loncla,"1,2,3,4,5",5,5,4,120,280,13600,,TRUE,anchor_ids_missing,4.56694438184629,0.00126859566162397
243047,faraoc,"1,2,3,4,5",5,5,4,120,280,13600,,TRUE,anchor_ids_missing,4.56694438184629,0.00126859566162397
259286,rinosy,"1,2,3,4,5",5,5,4,120,280,13600,,TRUE,anchor_ids_missing,4.56694438184629,0.00126859566162397
226442,tri2tu,"1,2,3,4,5,6",6,5,4,120,270,13325,,TRUE,anchor_ids_missing,4.46578037595321,0.00124049454887589
064799,hybapr,"1,2,3,4,5",5,5,4,120,265,13300,,TRUE,anchor_ids_missing,4.45660506269529,0.00123794585074869
067615,hybapr,"1,2,3,4,5",5,5,4,120,265,13300,,TRUE,anchor_ids_missing,4.45660506269529,0.00123794585074869
041551,micoaf,"1,2,3,4,5,6",6,6,4,360,414,13212,,TRUE,anchor_ids_missing,4.4243364246788,0.00122898234018856
070354,ocotce,"1,2,3,4,5,6",6,6,4,360,414,13212,,TRUE,anchor_ids_missing,4.4243364246788,0.00122898234018856
224888,alsebl,"1,2,3,4,5,6",6,6,4,360,414,13212,,TRUE,anchor_ids_missing,4.4243364246788,0.00122898234018856
044545,hybapr,"1,2,3,4",4,5,4,120,260,13200,,TRUE,anchor_ids_missing,4.41993959365808,0.00122776099823836
092672,cappfr,"1,2,3,4",4,5,4,120,260,13200,,TRUE,anchor_ids_missing,4.41993959365808,0.00122776099823836
093086,des2pa,"1,2,3,4",4,5,4,120,260,13200,,TRUE,anchor_ids_missing,4.41993959365808,0.00122776099823836
105156,hybapr,"1,2,3,4",4,5,4,120,260,13200,,TRUE,anchor_ids_missing,4.41993959365808,0.00122776099823836
130858,hybapr,"1,2,3,4,5,6",6,5,3,60,320,13200,,TRUE,anchor_ids_missing,4.41993959365808,0.00122776099823836
195722,hybapr,"1,2,3,4,5,6",6,5,3,60,320,13200,,TRUE,anchor_ids_missing,4.41993959365808,0.00122776099823836
231102,hassfl,"1,2,3,4,5,6",6,5,3,60,320,13200,,TRUE,anchor_ids_missing,4.41993959365808,0.00122776099823836
253125,des2pa,"1,2,3,4,5,6",6,5,3,60,320,13200,,TRUE,anchor_ids_missing,4.41993959365808,0.00122776099823836
108178,alsebl,"1,2,3,4,5",5,6,4,360,408,13176,,TRUE,anchor_ids_missing,4.4111484088399,0.00122531900245553
160066,all_trees_shrubs,"1,2,3,4,5",5,6,4,360,408,13176,,TRUE,anchor_ids_missing,4.4111484088399,0.00122531900245553
210996,loncla,"1,2,3,4,5",5,6,4,360,408,13176,,TRUE,anchor_ids_missing,4.4111484088399,0.00122531900245553
231887,cordla,"1,2,3,4,5",5,6,4,360,408,13176,,TRUE,anchor_ids_missing,4.4111484088399,0.00122531900245553
056339,pipere,"1,2,3,4",4,6,4,360,402,12996,,TRUE,anchor_ids_missing,4.34531995385372,0.00120703332051492
065277,hybapr,"1,2,3,4",4,6,4,360,402,12996,,TRUE,anchor_ids_missing,4.34531995385372,0.00120703332051492
277938,faraoc,"2,3,4",3,6,4,360,396,12960,,TRUE,anchor_ids_missing,4.33217662465546,0.00120338239573763
184684,hybapr,"1,2,3,4,5,6",6,6,4,360,462,12816,,TRUE,anchor_ids_missing,4.27967802400361,0.00118879945111211
188547,cupasy,"1,2,3,4,5,6",6,5,4,120,270,12625,,TRUE,anchor_ids_missing,4.21022935716805,0.0011695081547689
191261,hybapr,"1,2,3,4",4,6,4,360,450,12600,,TRUE,anchor_ids_missing,4.20115485883703,0.00116698746078806
232018,stylst,"1,2,3,4,5,6",6,6,3,120,360,12600,,TRUE,anchor_ids_missing,4.20115485883703,0.00116698746078806
159465,alsebl,"1,2,3,4,5,6",6,5,4,120,285,12500,,TRUE,anchor_ids_missing,4.16489314830069,0.00115691476341686
192531,all_palm_tree_fern,"1,2,3,4,5,6",6,5,4,120,285,12500,,TRUE,anchor_ids_missing,4.16489314830069,0.00115691476341686
076606,ery1co,"1,2,3,4,5,6",6,5,3,60,280,12400,,TRUE,anchor_ids_missing,4.12868957727014,0.00114685821590837
093780,hybapr,"1,2,3,4,5,6",6,5,3,60,280,12400,,TRUE,anchor_ids_missing,4.12868957727014,0.00114685821590837
102291,hybapr,"1,2,3,4,5,6",6,5,3,60,280,12400,,TRUE,anchor_ids_missing,4.12868957727014,0.00114685821590837
118606,hybapr,"1,2,3,4,5,6",6,5,3,60,280,12400,,TRUE,anchor_ids_missing,4.12868957727014,0.00114685821590837
205132,xyl2ol,"1,2,3,4,5",5,5,4,120,280,12400,,TRUE,anchor_ids_missing,4.12868957727014,0.00114685821590837
210315,hybapr,"1,2,3,4,5",5,5,4,120,280,12400,,TRUE,anchor_ids_missing,4.12868957727014,0.00114685821590837
213632,hybapr,"1,2,3,4,5,6",6,5,3,60,280,12400,,TRUE,anchor_ids_missing,4.12868957727014,0.00114685821590837
247572,hybapr,"1,2,3,4,5",5,5,4,120,280,12400,,TRUE,anchor_ids_missing,4.12868957727014,0.00114685821590837
114790,hybapr,"1,2,3,4,5,6",6,5,3,60,265,12300,,TRUE,anchor_ids_missing,4.09254426221299,0.00113681785061472
032723,hybapr,"1,2,3,4,5",5,5,4,120,265,12100,,TRUE,anchor_ids_missing,4.0204288683486,0.0011167857967635
162385,hybapr,"1,2,3,4,5",5,5,4,120,265,12100,,TRUE,anchor_ids_missing,4.0204288683486,0.0011167857967635
301380,faraoc,"2,3,4,5,6",5,7,3,210,476,12054,,TRUE,anchor_ids_missing,4.00387545406984,0.00111218762613051
037958,hybapr,"1,2,3,4,5",5,5,3,60,260,12000,,TRUE,anchor_ids_missing,3.98445902490764,0.00110679417358546
104690,hybapr,"1,2,3,4",4,5,4,120,260,12000,,TRUE,anchor_ids_missing,3.98445902490764,0.00110679417358546
150302,hybapr,"1,2,3,4,5",5,5,3,60,260,12000,,TRUE,anchor_ids_missing,3.98445902490764,0.00110679417358546
159089,guetfo,"1,2,3,4,5",5,5,3,60,260,12000,,TRUE,anchor_ids_missing,3.98445902490764,0.00110679417358546
189306,hybapr,"1,2,3,4,5",5,5,3,60,260,12000,,TRUE,anchor_ids_missing,3.98445902490764,0.00110679417358546
189443,hybapr,"1,2,3,4",4,5,4,120,260,12000,,TRUE,anchor_ids_missing,3.98445902490764,0.00110679417358546
156396,hybapr,"1,2,3,4,5,6",6,6,4,360,438,11952,,TRUE,anchor_ids_missing,3.96721435246846,0.00110200398679679
075414,all_trees_shrubs,"1,2,3,4,5,6",6,7,4,840,875,11907,,TRUE,anchor_ids_missing,3.9510597722851,0.00109751660341253
003133,hassfl,"1,2,3,4,5,6",6,6,3,120,336,11880,,TRUE,anchor_ids_missing,3.94137274245259,0.00109482576179239
111881,pipere,"1,2,3,4",4,6,4,360,426,11880,,TRUE,anchor_ids_missing,3.94137274245259,0.00109482576179239
192433,quasam,"1,2,3,4",4,6,4,360,426,11880,,TRUE,anchor_ids_missing,3.94137274245259,0.00109482576179239
200404,ade1tr,"1,2,3,4",4,6,4,360,426,11880,,TRUE,anchor_ids_missing,3.94137274245259,0.00109482576179239
005507,phoeci,"1,2,3",3,7,4,840,854,11760,,TRUE,anchor_ids_missing,3.89837123187243,0.00108288089774234
078635,cappfr,"1,2,3,4,5",5,5,4,120,250,11700,,TRUE,anchor_ids_missing,3.87690233047897,0.00107691731402194
104003,psycho,"1,2,3,4,5,6",6,6,3,120,336,11700,,TRUE,anchor_ids_missing,3.87690233047897,0.00107691731402194
106840,psycho,"1,2,3",3,6,4,360,420,11700,,TRUE,anchor_ids_missing,3.87690233047897,0.00107691731402194
145140,olmeas,"1,2,3,4,5,6",6,6,3,120,312,11700,,TRUE,anchor_ids_missing,3.87690233047897,0.00107691731402194
270373,all_trees_shrubs,"2,3,4",3,6,4,360,420,11700,,TRUE,anchor_ids_missing,3.87690233047897,0.00107691731402194
302469,psycho,"2,3,4,5,6",5,5,4,120,250,11700,,TRUE,anchor_ids_missing,3.87690233047897,0.00107691731402194
210507,hybapr,"1,2,3,4,5,6",6,6,3,120,312,11556,,TRUE,anchor_ids_missing,3.82546379978639,0.001062628833274
101633,hybapr,"1,2,3,4,5",5,6,3,120,306,11520,,TRUE,anchor_ids_missing,3.81262335252418,0.00105906204236783
055133,randar,"1,2,3,4,5,6",6,5,4,120,255,11450,,TRUE,anchor_ids_missing,3.78767782190949,0.00105213272830819
123316,tri2tu,"1,2,3,4,5,6",6,5,4,120,255,11450,,TRUE,anchor_ids_missing,3.78767782190949,0.00105213272830819
172296,ingas1,"1,2,3,4,5,6",6,5,4,120,255,11450,,TRUE,anchor_ids_missing,3.78767782190949,0.00105213272830819
074363,tri2tu,"1,2,3,4,5",5,5,4,120,250,11425,,TRUE,anchor_ids_missing,3.77877575370643,0.00104965993158512
113659,tri2tu,"1,2,3,4,5",5,5,4,120,250,11425,,TRUE,anchor_ids_missing,3.77877575370643,0.00104965993158512
169003,all_palm_tree_fern,"1,2,3,4",4,5,4,120,245,11400,,TRUE,anchor_ids_missing,3.76987739898539,0.00104718816638483
188779,hybapr,"1,2,3,4,5,6",6,5,3,60,250,11400,,TRUE,anchor_ids_missing,3.76987739898539,0.00104718816638483
241233,all_trees_shrubs,"1,2,3,4",4,5,4,120,245,11400,,TRUE,anchor_ids_missing,3.76987739898539,0.00104718816638483
171592,hybapr,"1,2,3,4,5,6",6,5,4,120,245,11300,,TRUE,anchor_ids_missing,3.73432115276134,0.0010373114313226
087791,hybapr,"1,2,3,4,5,6",6,5,3,60,265,11200,,TRUE,anchor_ids_missing,3.69882447377302,0.00102745124271473
088323,faraoc,"1,2,3,4,5,6",6,5,3,60,265,11200,,TRUE,anchor_ids_missing,3.69882447377302,0.00102745124271473
092114,psycho,"1,2,3,4,5,6",6,5,3,60,265,11200,,TRUE,anchor_ids_missing,3.69882447377302,0.00102745124271473
138531,loncla,"1,2,3,4,5",5,7,3,210,343,11172,,TRUE,anchor_ids_missing,3.68889609465495,0.00102469335962637
182640,acaldi,"1,2,3,4",4,6,4,360,426,11160,,TRUE,anchor_ids_missing,3.68464250822631,0.00102351180784064
021404,all_palm_tree_fern,"1,2,3,4,5,6",6,5,4,120,255,11150,,TRUE,anchor_ids_missing,3.68109850997279,0.00102252736388133
011650,hybapr,"1,2,3,4,5,6",6,5,3,60,250,11125,,TRUE,anchor_ids_missing,3.67224112865493,0.00102006698018193
101842,ingasa,"1,2,3,4,5",5,5,4,120,250,11125,,TRUE,anchor_ids_missing,3.67224112865493,0.00102006698018193
160872,all_palm_tree_fern,"1,2,3,4,5,6",6,5,3,60,250,11125,,TRUE,anchor_ids_missing,3.67224112865493,0.00102006698018193
231204,cou2cu,"1,2,3,4,5,6",6,5,3,60,250,11125,,TRUE,anchor_ids_missing,3.67224112865493,0.00102006698018193
248495,hybapr,"1,2,3,4,5",5,5,4,120,250,11125,,TRUE,anchor_ids_missing,3.67224112865493,0.00102006698018193
111121,stylst,"1,2,3,4,5",5,5,3,60,245,11100,,TRUE,anchor_ids_missing,3.66338748359851,0.00101760763433292
190058,hassfl,"1,2,3,4,5",5,5,3,60,245,11100,,TRUE,anchor_ids_missing,3.66338748359851,0.00101760763433292
249229,all_palm_tree_fern,"1,2,3,4",4,5,4,120,245,11100,,TRUE,anchor_ids_missing,3.66338748359851,0.00101760763433292
226926,pterro,"1,2,3,4,5",5,6,4,360,408,11052,,TRUE,anchor_ids_missing,3.646398965562,0.001012888601545
092175,hybapr,"1,2,3,4,5,6",6,6,3,120,312,11016,,TRUE,anchor_ids_missing,3.63366662853438,0.00100935184125955
114177,rinosy,"1,2,3,4",4,6,4,360,402,11016,,TRUE,anchor_ids_missing,3.63366662853438,0.00100935184125955
042072,all_trees_shrubs,"1,2,3,4,5",5,6,3,120,306,10980,,TRUE,anchor_ids_missing,3.62094205627133,0.00100581723785315
128997,acaldi,"1,2,3",3,6,4,360,396,10980,,TRUE,anchor_ids_missing,3.62094205627133,0.00100581723785315
194319,all_trees_shrubs,"1,2,3",3,6,4,360,396,10980,,TRUE,anchor_ids_missing,3.62094205627133,0.00100581723785315
115678,psycho,"1,2,3,4,5,6",6,5,4,120,230,10925,,TRUE,anchor_ids_missing,3.60151674380224,0.00100042131772284
026665,hybapr,"1,2,3,4,5",5,5,4,120,225,10900,,TRUE,anchor_ids_missing,3.59269305756075,0.000997970293766874
117143,all_trees_shrubs,"1,2,3,4,5",5,5,4,120,225,10900,,TRUE,anchor_ids_missing,3.59269305756075,0.000997970293766874
265007,cestme,"2,3,4,5,6",5,5,4,120,225,10900,,TRUE,anchor_ids_missing,3.59269305756075,0.000997970293766874
012505,hybapr,"1,2,3",3,5,4,120,240,10800,,TRUE,anchor_ids_missing,3.55743586633929,0.000988176629538693
015175,chr1ec,"1,2,3,4,5,6",6,5,3,60,280,10800,,TRUE,anchor_ids_missing,3.55743586633929,0.000988176629538693
044287,hybapr,"1,2,3",3,5,4,120,240,10800,,TRUE,anchor_ids_missing,3.55743586633929,0.000988176629538693
050864,des2pa,"1,2,3",3,5,4,120,240,10800,,TRUE,anchor_ids_missing,3.55743586633929,0.000988176629538693
061876,hybapr,"1,2,3",3,5,4,120,240,10800,,TRUE,anchor_ids_missing,3.55743586633929,0.000988176629538693
068111,hybapr,"1,2,3",3,5,4,120,240,10800,,TRUE,anchor_ids_missing,3.55743586633929,0.000988176629538693
