Tag,Species,census_range,n_censuses,K,max_obs,max_states_per_census,total_states,estimated_edges_unpruned,estimated_edges_pruned,estimated_fallback,fallback_reason,predicted_seconds,predicted_hours
300316,hybapr,"2,3,4,5,6,7",6,4,2,12,48,400,,FALSE,,0.20443045497176,5.67862374921556e-05
300716,cappfr,"2,3,4,5,6,7",6,4,2,12,48,400,,FALSE,,0.20443045497176,5.67862374921556e-05
302526,faraoc,"2,3,4,5,6,7",6,5,3,60,85,400,,FALSE,,0.20443045497176,5.67862374921556e-05
303557,psycho,"2,3,4,5,6,7",6,5,3,60,85,400,,FALSE,,0.20443045497176,5.67862374921556e-05
304050,pterro,"2,3,4,5,6,7",6,4,2,12,48,400,,FALSE,,0.20443045497176,5.67862374921556e-05
306013,ingaqu,"2,3,4,5,6,7",6,5,3,60,85,400,,FALSE,,0.20443045497176,5.67862374921556e-05
306057,hybapr,"2,3,4,5,6,7",6,5,3,60,85,400,,FALSE,,0.20443045497176,5.67862374921556e-05
306111,all_palm_tree_fern,"2,3,4,5,6,7",6,4,2,12,48,400,,FALSE,,0.20443045497176,5.67862374921556e-05
308531,psycho,"2,3,4,5,6,7",6,4,2,12,48,400,,FALSE,,0.20443045497176,5.67862374921556e-05
308955,hybapr,"2,3,4,5,6,7",6,4,2,12,48,400,,FALSE,,0.20443045497176,5.67862374921556e-05
309237,hybapr,"2,3,4,5,6,7",6,5,3,60,85,400,,FALSE,,0.20443045497176,5.67862374921556e-05
310562,ingaqu,"2,3,4,5,6,7",6,4,2,12,48,400,,FALSE,,0.20443045497176,5.67862374921556e-05
311350,des2pa,"2,3,4,5,6,7",6,4,2,12,56,400,,FALSE,,0.20443045497176,5.67862374921556e-05
311365,des2pa,"2,3,4,5,6,7",6,4,2,12,56,400,,FALSE,,0.20443045497176,5.67862374921556e-05
312308,cappfr,"2,3,4,5,6,7",6,4,2,12,48,400,,FALSE,,0.20443045497176,5.67862374921556e-05
313060,cupasy,"2,3,4,5,6,7",6,4,2,12,48,400,,FALSE,,0.20443045497176,5.67862374921556e-05
408192,cou2cu,"3,4,5,6,7",5,5,2,20,70,400,,FALSE,,0.20443045497176,5.67862374921556e-05
415624,pri2co,"3,4,5,6,7",5,5,2,20,70,400,,FALSE,,0.20443045497176,5.67862374921556e-05
418241,cou2cu,"3,4,5,6,7",5,5,2,20,70,400,,FALSE,,0.20443045497176,5.67862374921556e-05
428086,des2pa,"3,4,6,7",4,4,3,24,44,400,,FALSE,,0.20443045497176,5.67862374921556e-05
437029,hybapr,"3,4,6,7",4,4,3,24,44,400,,FALSE,,0.20443045497176,5.67862374921556e-05
437387,hybapr,"3,5,6,7",4,4,3,24,44,400,,FALSE,,0.20443045497176,5.67862374921556e-05
442479,tri2tu,"3,4,6,7",4,4,3,24,44,400,,FALSE,,0.20443045497176,5.67862374921556e-05
442507,faraoc,"3,4,6,7",4,4,3,24,44,400,,FALSE,,0.20443045497176,5.67862374921556e-05
447294,alibed,"3,4,5,6,7",5,5,2,20,55,400,,FALSE,,0.20443045497176,5.67862374921556e-05
501218,all_trees_shrubs,"4,5,6,7",4,4,3,24,44,400,,FALSE,,0.20443045497176,5.67862374921556e-05
506327,cou2cu,"4,5,6,7",4,4,3,24,44,400,,FALSE,,0.20443045497176,5.67862374921556e-05
508188,cou2cu,"4,5,6,7",4,4,3,24,44,400,,FALSE,,0.20443045497176,5.67862374921556e-05
509353,hybapr,"4,5,6,7",4,4,3,24,44,400,,FALSE,,0.20443045497176,5.67862374921556e-05
523218,all_palm_tree_fern,"4,5,6,7",4,4,3,24,44,400,,FALSE,,0.20443045497176,5.67862374921556e-05
528168,hybapr,"4,5,6,7",4,4,3,24,44,400,,FALSE,,0.20443045497176,5.67862374921556e-05
535117,stylst,"4,5,6,7",4,4,3,24,44,400,,FALSE,,0.20443045497176,5.67862374921556e-05
542454,hybapr,"4,5,6,7",4,4,3,24,44,400,,FALSE,,0.20443045497176,5.67862374921556e-05
548125,tri2tu,"4,5,6,7",4,4,3,24,44,400,,FALSE,,0.20443045497176,5.67862374921556e-05
605283,hybapr,"5,6,7",3,5,3,60,85,400,,FALSE,,0.20443045497176,5.67862374921556e-05
647301,rinosy,"5,6,7",3,5,3,60,85,400,,FALSE,,0.20443045497176,5.67862374921556e-05
002955,ocotwh,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
010747,faraoc,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
015628,guargu,"1,2,3,4,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
017590,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
020378,des2pa,"1,2,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
021292,faraoc,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
022653,pentma,"1,2,3,4,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
026854,alsebl,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
029210,alsebl,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
029641,cappfr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
029683,quaras,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
031231,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
032964,sympgl,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
033415,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
040213,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
042693,hybapr,"1,2,3,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
044171,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
045027,rinosy,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
054373,poular,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
054464,hybapr,"1,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
055663,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
057695,chr2ar,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
057742,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
060966,unonpi,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
066386,faraoc,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
069545,tri2tu,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
072269,faraoc,"1,4,5,6,7",5,4,2,12,44,384,,FALSE,,0.198984175407791,5.52733820577198e-05
075388,faraoc,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
075424,hybapr,"1,2,3,4,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
075474,mourmy,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
075523,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
076528,tri2tu,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
076530,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
079620,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
081832,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
082273,hybapr,"1,2,3,4,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
086930,ingasa,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
087049,faraoc,"1,2,3,4,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
088227,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
088782,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
090274,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
097744,des2pa,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
103508,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
104474,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
109104,tri2tu,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
109259,psycho,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
114803,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
115392,pentma,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
119137,tri2tu,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
120309,hirttr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
121806,hybapr,"1,2,3,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
121866,faraoc,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
122420,all_palm_tree_fern,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
123359,herrpu,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
123750,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
128740,protte,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
131425,pentma,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
131700,des2pa,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
131780,all_palm_tree_fern,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
136003,tri2tu,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
137644,pri2co,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
138027,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
140479,tri2tu,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
140675,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
140727,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
142792,soroaf,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
147360,all_palm_tree_fern,"1,2,3,4,5,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
151330,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
151349,virose,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
153020,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
156132,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
161862,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
161972,cappfr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
162612,hybapr,"1,2,3,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
165866,des2pa,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
170888,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
170920,ingaum,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
171874,cappfr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
172828,rinosy,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
173702,des2pa,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
175857,herrpu,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
176039,xyl1ma,"1,2,3,4,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
176868,micoaf,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
182969,hybapr,"1,2,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
185338,hirttr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
186708,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
187096,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
188789,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
191303,ingaum,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
193155,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
196930,nectpu,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
197162,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
199861,eugene,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
199874,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
200013,pipere,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
200470,coccma,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
201532,cou2cu,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
201721,ingaum,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
203082,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
203547,cupasy,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
209395,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
213215,hirttr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
213920,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
215315,faraoc,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
215669,swars1,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
220185,faraoc,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
222760,hybapr,"1,2,3,4,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
222836,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
226193,cou2cu,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
226437,tri2pa,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
227068,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
229020,guatdu,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
229264,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
230101,rinosy,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
230925,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
234509,virose,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
236715,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
237504,protpa,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
237638,herrpu,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
237778,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
243261,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
245192,cappfr,"1,2,3,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
246138,all_trees_shrubs,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
246977,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
247240,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
247995,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
248080,des2pa,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
249091,faraoc,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
249898,anaxpa,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
250140,swars1,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
250183,all_trees_shrubs,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
251794,pri2co,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
252573,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
254852,alsebl,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
255033,all_trees_shrubs,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
255250,des2pa,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
255340,faraoc,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
255479,pentma,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
255648,des2pa,"1,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
257120,faraoc,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
257774,faraoc,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
257838,quasam,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
258972,faraoc,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
260394,chr1ec,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
261136,hybapr,"1,2,3,4,5,6,7",7,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
262301,eugene,"1,2,3,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
265986,faraoc,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
266287,ingath,"2,6,7",3,4,3,24,40,384,,FALSE,,0.198984175407791,5.52733820577198e-05
268224,neeaam,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
270209,hybapr,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
270460,hybapr,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
271525,hybapr,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
275999,tab2ar,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
279564,hybapr,"2,3,4,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
282329,cou2cu,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
283062,faraoc,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
284078,rinosy,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
284362,tri2tu,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
285336,herrpu,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
287022,pipere,"2,3,4,6,7",5,4,2,12,44,384,,FALSE,,0.198984175407791,5.52733820577198e-05
288759,coccma,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
290609,hybapr,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
291342,hybapr,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
293406,hybapr,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
294281,stylst,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
297437,hybapr,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
299359,faraoc,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
304055,hybapr,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
307533,hybapr,"2,3,4,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
308439,hybapr,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
310264,hybapr,"2,3,4,5,6,7",6,4,3,24,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
400412,hybapr,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
401712,hybapr,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
403591,psycho,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
404172,cupasy,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
404432,anaxpa,"3,4,5,6,7",5,4,2,12,44,384,,FALSE,,0.198984175407791,5.52733820577198e-05
405461,hybapr,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
406616,guatdu,"3,4,5,6,7",5,4,2,12,44,384,,FALSE,,0.198984175407791,5.52733820577198e-05
406783,hybapr,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
407605,hybapr,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
407718,hybapr,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
409248,cou2cu,"3,4,5,6,7",5,4,2,12,44,384,,FALSE,,0.198984175407791,5.52733820577198e-05
410424,cecrin,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
411849,hybapr,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
412623,cassel,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
414207,faraoc,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
415533,hybapr,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
415778,hybapr,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
420319,hassfl,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
421238,pri2co,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
422069,guargu,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
422705,sipapa,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
424327,psycho,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
425004,acaldi,"3,4,5,6,7",5,4,2,12,44,384,,FALSE,,0.198984175407791,5.52733820577198e-05
428011,hirttr,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
430311,faraoc,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
435131,des2pa,"3,4,5,6,7",5,4,2,12,52,384,,FALSE,,0.198984175407791,5.52733820577198e-05
